"id","year_film","year_ceremony","ceremony","category","name","film","winner"
1294,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis, Jack Moore","Random Harvest","NOMINATED"
1295,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Boris Leven;  Interior Decoration:  Boris Leven","The Shanghai Gesture","NOMINATED"
1296,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Ralph Berger;  Interior Decoration:  Emile Kuri","Silver Queen","NOMINATED"
1297,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Jack Otterson, John B. Goodman;  Interior Decoration:  Russell A. Gausman, Edward R. Robinson","The Spoilers","NOMINATED"
1298,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  Sam Comer","Take a Letter, Darling","NOMINATED"
1299,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Lionel Banks, Rudolph Sternad;  Interior Decoration:  Fay Babcock","The Talk of the Town","NOMINATED"
1300,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little","This above All","WINNER"
1301,1942,1943,15,"ART DIRECTION (Color)","Art Direction:  Jack Otterson, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb","Arabian Nights","NOMINATED"
1302,1942,1943,15,"ART DIRECTION (Color)","Art Direction:  Ted Smith;  Interior Decoration:  Casey Roberts","Captains of the Clouds","NOMINATED"
1303,1942,1943,15,"ART DIRECTION (Color)","Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron","Jungle Book","NOMINATED"
1304,1942,1943,15,"ART DIRECTION (Color)","Art Direction:  Richard Day, Joseph Wright;  Interior Decoration:  Thomas Little","My Gal Sal","WINNER"
1305,1942,1943,15,"ART DIRECTION (Color)","Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  George Sawley","Reap the Wild Wind","NOMINATED"
1477,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Bertram Granger","Five Graves to Cairo","NOMINATED"
1478,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  Albert S. D'Agostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Harley Miller","Flight for Freedom","NOMINATED"
1479,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis, Hugh Hunt","Madame Curie","NOMINATED"
