"id","year_film","year_ceremony","ceremony","category","name","film","winner"
5226,1974,1975,47,"COSTUME DESIGN","Tony Walton","Murder on the Orient Express","NOMINATED"
5329,1975,1976,48,"COSTUME DESIGN","Ulla-Britt Soderlund, Milena Canonero","Barry Lyndon","WINNER"
5330,1975,1976,48,"COSTUME DESIGN","Yvonne Blake, Ron Talsky","The Four Musketeers","NOMINATED"
5331,1975,1976,48,"COSTUME DESIGN","Ray Aghayan, Bob Mackie","Funny Lady","NOMINATED"
5332,1975,1976,48,"COSTUME DESIGN","Henny Noremark, Karin Erskine","The Magic Flute","NOMINATED"
5333,1975,1976,48,"COSTUME DESIGN","Edith Head","The Man Who Would Be King","NOMINATED"
5436,1976,1977,49,"COSTUME DESIGN","William Theiss","Bound for Glory","NOMINATED"
5437,1976,1977,49,"COSTUME DESIGN","Danilo Donati","Fellini's Casanova","WINNER"
5438,1976,1977,49,"COSTUME DESIGN","Anthony Mendleson","The Incredible Sarah","NOMINATED"
5439,1976,1977,49,"COSTUME DESIGN","Mary Wills","The Passover Plot","NOMINATED"
5440,1976,1977,49,"COSTUME DESIGN","Alan Barrett","The Seven-per-cent Solution","NOMINATED"
5540,1977,1978,50,"COSTUME DESIGN","Edith Head, Burton Miller","Airport '77","NOMINATED"
5541,1977,1978,50,"COSTUME DESIGN","Anthea Sylbert","Julia","NOMINATED"
5542,1977,1978,50,"COSTUME DESIGN","Florence Klotz","A Little Night Music","NOMINATED"
5543,1977,1978,50,"COSTUME DESIGN","Irene Sharaff","The Other Side of Midnight","NOMINATED"
5544,1977,1978,50,"COSTUME DESIGN","John Mollo","Star Wars","WINNER"
5649,1978,1979,51,"COSTUME DESIGN","Renie Conley","Caravans","NOMINATED"
5650,1978,1979,51,"COSTUME DESIGN","Patricia Norris","Days of Heaven","NOMINATED"
5651,1978,1979,51,"COSTUME DESIGN","Anthony Powell","Death on the Nile","WINNER"
5652,1978,1979,51,"COSTUME DESIGN","Paul Zastupnevich","The Swarm","NOMINATED"
5653,1978,1979,51,"COSTUME DESIGN","Tony Walton","The Wiz","NOMINATED"
5755,1979,1980,52,"COSTUME DESIGN","Shirley Russell","Agatha","NOMINATED"
5756,1979,1980,52,"COSTUME DESIGN","Albert Wolsky","All That Jazz","WINNER"
5757,1979,1980,52,"COSTUME DESIGN","William Ware Theiss","Butch and Sundance: The Early Days","NOMINATED"
5758,1979,1980,52,"COSTUME DESIGN","Judy Moorcroft","The Europeans","NOMINATED"
5759,1979,1980,52,"COSTUME DESIGN","Piero Tosi, Ambra Danon","La Cage aux Folles","NOMINATED"
5866,1980,1981,53,"COSTUME DESIGN","Patricia Norris","The Elephant Man","NOMINATED"
5867,1980,1981,53,"COSTUME DESIGN","Anna Senior","My Brilliant Career","NOMINATED"
5868,1980,1981,53,"COSTUME DESIGN","Jean-Pierre Dorleac","Somewhere in Time","NOMINATED"
5869,1980,1981,53,"COSTUME DESIGN","Anthony Powell","Tess","WINNER"
5870,1980,1981,53,"COSTUME DESIGN","Paul Zastupnevich","When Time Ran Out","NOMINATED"
5964,1981,1982,54,"COSTUME DESIGN","Milena Canonero","Chariots of Fire","WINNER"
5965,1981,1982,54,"COSTUME DESIGN","Tom Rand","The French Lieutenant's Woman","NOMINATED"
5966,1981,1982,54,"COSTUME DESIGN","Bob Mackie","Pennies from Heaven","NOMINATED"
5967,1981,1982,54,"COSTUME DESIGN","Anna Hill Johnstone","Ragtime","NOMINATED"
5968,1981,1982,54,"COSTUME DESIGN","Shirley Russell","Reds","NOMINATED"
6068,1982,1983,55,"COSTUME DESIGN","John Mollo, Bhanu Athaiya","Gandhi","WINNER"
6069,1982,1983,55,"COSTUME DESIGN","Piero Tosi","La Traviata","NOMINATED"
6070,1982,1983,55,"COSTUME DESIGN","Albert Wolsky","Sophie's Choice","NOMINATED"
6071,1982,1983,55,"COSTUME DESIGN","Elois Jenssen, Rosanna Norton","Tron","NOMINATED"
6072,1982,1983,55,"COSTUME DESIGN","Patricia Norris","Victor/Victoria","NOMINATED"
6179,1983,1984,56,"COSTUME DESIGN","Joe I. Tompkins","Cross Creek","NOMINATED"
6180,1983,1984,56,"COSTUME DESIGN","Marik Vos","Fanny & Alexander","WINNER"
6181,1983,1984,56,"COSTUME DESIGN","William Ware Theiss","Heart Like a Wheel","NOMINATED"
6182,1983,1984,56,"COSTUME DESIGN","Anne-Marie Marchand","The Return of Martin Guerre","NOMINATED"
6183,1983,1984,56,"COSTUME DESIGN","Santo Loquasto","Zelig","NOMINATED"
6283,1984,1985,57,"COSTUME DESIGN","Theodor Pistek","Amadeus","WINNER"
6284,1984,1985,57,"COSTUME DESIGN","Jenny Beavan, John Bright","The Bostonians","NOMINATED"
6285,1984,1985,57,"COSTUME DESIGN","Judy Moorcroft","A Passage to India","NOMINATED"
6286,1984,1985,57,"COSTUME DESIGN","Ann Roth","Places in the Heart","NOMINATED"
6287,1984,1985,57,"COSTUME DESIGN","Patricia Norris","2010","NOMINATED"
6392,1985,1986,58,"COSTUME DESIGN","Aggie Guerard Rodgers","The Color Purple","NOMINATED"
6393,1985,1986,58,"COSTUME DESIGN","Albert Wolsky","The Journey of Natty Gann","NOMINATED"
6394,1985,1986,58,"COSTUME DESIGN","Milena Canonero","Out of Africa","NOMINATED"
6395,1985,1986,58,"COSTUME DESIGN","Donfeld","Prizzi's Honor","NOMINATED"
6396,1985,1986,58,"COSTUME DESIGN","Emi Wada","Ran","WINNER"
6500,1986,1987,59,"COSTUME DESIGN","Enrico Sabbatini","The Mission","NOMINATED"
6501,1986,1987,59,"COSTUME DESIGN","Anna Anni, Maurizio Millenotti","Otello","NOMINATED"
