Year_Film,Year_Ceremony,Ceremony,Category,Name,Film,Winner
2006,2007,79,MUSIC (Original Song),Music and Lyric by Melissa Etheridge,An Inconvenient Truth,WINNER
2006,2007,79,MUSIC (Original Song),Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven,Dreamgirls,NOMINATED
2006,2007,79,MUSIC (Original Song),Music by Henry Krieger; Lyric by Siedah Garrett,Dreamgirls,NOMINATED
2006,2007,79,MUSIC (Original Song),Music and Lyric by Randy Newman,Cars,NOMINATED
2006,2007,79,MUSIC (Original Song),Music by Henry Krieger; Lyric by Willie Reale,Dreamgirls,NOMINATED
2006,2007,79,BEST PICTURE,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",Babel,NOMINATED
2006,2007,79,BEST PICTURE,"Graham King, Producer",The Departed,WINNER
2006,2007,79,BEST PICTURE,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,NOMINATED
2006,2007,79,BEST PICTURE,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,NOMINATED
2006,2007,79,BEST PICTURE,"Andy Harries, Christine Langan and Tracey Seaward, Producers",The Queen,NOMINATED
2006,2007,79,SHORT FILM (Animated),Torill Kove,The Danish Poet,WINNER
2006,2007,79,SHORT FILM (Animated),Gary Rydstrom,Lifted,NOMINATED
2006,2007,79,SHORT FILM (Animated),Roger Allers and Don Hahn,The Little Matchgirl,NOMINATED
2006,2007,79,SHORT FILM (Animated),Géza M. Tóth,Maestro,NOMINATED
2006,2007,79,SHORT FILM (Animated),Chris Renaud and Michael Thurmeier,No Time for Nuts,NOMINATED
2006,2007,79,SHORT FILM (Live Action),Javier Fesser and Luis Manso,Binta and the Great Idea (Binta Y La Gran Idea),NOMINATED
2006,2007,79,SHORT FILM (Live Action),Borja Cobeaga,Éramos Pocos (One Too Many),NOMINATED
2006,2007,79,SHORT FILM (Live Action),Søren Pilmark and Kim Magnusson,Helmer & Son,NOMINATED
2006,2007,79,SHORT FILM (Live Action),Peter Templeman and Stuart Parkyn,The Saviour,NOMINATED
2006,2007,79,SHORT FILM (Live Action),Ari Sandel,West Bank Story,WINNER
2006,2007,79,SOUND EDITING,Sean McCormack and Kami Asgar,Apocalypto,NOMINATED
2006,2007,79,SOUND EDITING,Lon Bender,Blood Diamond,NOMINATED
2006,2007,79,SOUND EDITING,Alan Robert Murray and Bub Asman,Flags of Our Fathers,NOMINATED
2006,2007,79,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,WINNER
2006,2007,79,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: Dead Man's Chest,NOMINATED
2006,2007,79,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Fernando Cámara",Apocalypto,NOMINATED
2006,2007,79,SOUND MIXING,"Andy Nelson, Anna Behlmer and Ivan Sharrock",Blood Diamond,NOMINATED
2006,2007,79,SOUND MIXING,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,WINNER
2006,2007,79,SOUND MIXING,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin",Flags of Our Fathers,NOMINATED
2006,2007,79,SOUND MIXING,"Paul Massey, Christopher Boyes and Lee Orloff",Pirates of the Caribbean: Dead Man's Chest,NOMINATED
2006,2007,79,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,WINNER
2006,2007,79,VISUAL EFFECTS,"Boyd Shermis, Kim Libreri, Chas Jarrett and John Frazier",Poseidon,NOMINATED
2006,2007,79,VISUAL EFFECTS,"Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum",Superman Returns,NOMINATED
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,NOMINATED
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby,Children of Men,NOMINATED
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by William Monahan,The Departed,WINNER
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Todd Field & Tom Perrotta,Little Children,NOMINATED
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Patrick Marber,Notes on a Scandal,NOMINATED
2006,2007,79,WRITING (Original Screenplay),Written by Guillermo Arriaga,Babel,NOMINATED
2006,2007,79,WRITING (Original Screenplay),Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis,Letters from Iwo Jima,NOMINATED
2006,2007,79,WRITING (Original Screenplay),Written by Michael Arndt,Little Miss Sunshine,WINNER
2006,2007,79,WRITING (Original Screenplay),Written by Guillermo del Toro,Pan's Labyrinth,NOMINATED
2006,2007,79,WRITING (Original Screenplay),Written by Peter Morgan,The Queen,NOMINATED
2006,2007,79,JEAN HERSHOLT HUMANITARIAN AWARD,Sherry Lansing,,WINNER
2006,2007,79,HONORARY AWARD, Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music.,,WINNER
2007,2008,80,ACTOR IN A LEADING ROLE,George Clooney,Michael Clayton,NOMINATED
2007,2008,80,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,WINNER
2007,2008,80,ACTOR IN A LEADING ROLE,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,NOMINATED
2007,2008,80,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,NOMINATED
2007,2008,80,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,NOMINATED
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,NOMINATED
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,WINNER
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,NOMINATED
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,NOMINATED
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,NOMINATED
2007,2008,80,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth: The Golden Age,NOMINATED
2007,2008,80,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,NOMINATED
2007,2008,80,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,WINNER
2007,2008,80,ACTRESS IN A LEADING ROLE,Laura Linney,The Savages,NOMINATED
2007,2008,80,ACTRESS IN A LEADING ROLE,Ellen Page,Juno,NOMINATED
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,I'm Not There,NOMINATED
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,NOMINATED
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,NOMINATED
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,NOMINATED
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,WINNER
2007,2008,80,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,Persepolis,NOMINATED
2007,2008,80,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,WINNER
2007,2008,80,ANIMATED FEATURE FILM,Ash Brannon and Chris Buck,Surf's Up,NOMINATED
2007,2008,80,ART DIRECTION,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,American Gangster,NOMINATED
2007,2008,80,ART DIRECTION,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,Atonement,NOMINATED
2007,2008,80,ART DIRECTION,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,The Golden Compass,NOMINATED
2007,2008,80,ART DIRECTION,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Sweeney Todd The Demon Barber of Fleet Street,WINNER
2007,2008,80,ART DIRECTION,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,There Will Be Blood,NOMINATED
2007,2008,80,CINEMATOGRAPHY,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,NOMINATED
2007,2008,80,CINEMATOGRAPHY,Seamus McGarvey,Atonement,NOMINATED
2007,2008,80,CINEMATOGRAPHY,Janusz Kaminski,The Diving Bell and the Butterfly,NOMINATED
2007,2008,80,CINEMATOGRAPHY,Roger Deakins,No Country for Old Men,NOMINATED
2007,2008,80,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,WINNER
2007,2008,80,COSTUME DESIGN,Albert Wolsky,Across the Universe,NOMINATED
2007,2008,80,COSTUME DESIGN,Jacqueline Durran,Atonement,NOMINATED
2007,2008,80,COSTUME DESIGN,Alexandra Byrne,Elizabeth: The Golden Age,WINNER
2007,2008,80,COSTUME DESIGN,Marit Allen,La Vie en Rose,NOMINATED
2007,2008,80,COSTUME DESIGN,Colleen Atwood,Sweeney Todd The Demon Barber of Fleet Street,NOMINATED
2007,2008,80,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,NOMINATED
2007,2008,80,DIRECTING,Jason Reitman,Juno,NOMINATED
2007,2008,80,DIRECTING,Tony Gilroy,Michael Clayton,NOMINATED
2007,2008,80,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,WINNER
2007,2008,80,DIRECTING,Paul Thomas Anderson,There Will Be Blood,NOMINATED
2007,2008,80,DOCUMENTARY (Feature),Charles Ferguson and Audrey Marrs,No End in Sight,NOMINATED
2007,2008,80,DOCUMENTARY (Feature),Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,NOMINATED
2007,2008,80,DOCUMENTARY (Feature),Michael Moore and Meghan O'Hara,Sicko,NOMINATED
2007,2008,80,DOCUMENTARY (Feature),Alex Gibney and Eva Orner,Taxi to the Dark Side,WINNER
2007,2008,80,DOCUMENTARY (Feature),Andrea Nix Fine and Sean Fine,War/Dance,NOMINATED
2007,2008,80,DOCUMENTARY (Short Subject),Cynthia Wade and Vanessa Roth,Freeheld,WINNER
2007,2008,80,DOCUMENTARY (Short Subject),Amanda Micheli and Isabel Vega,La Corona (The Crown),NOMINATED
2007,2008,80,DOCUMENTARY (Short Subject),Tim Sternberg and Francisco Bello,Salim Baba,NOMINATED
2007,2008,80,DOCUMENTARY (Short Subject),James Longley,Sari's Mother,NOMINATED
2007,2008,80,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,WINNER
2007,2008,80,FILM EDITING,Juliette Welfling,The Diving Bell and the Butterfly,NOMINATED
2007,2008,80,FILM EDITING,Jay Cassidy,Into the Wild,NOMINATED
2007,2008,80,FILM EDITING,Roderick Jaynes,No Country for Old Men,NOMINATED
2007,2008,80,FILM EDITING,Dylan Tichenor,There Will Be Blood,NOMINATED
2007,2008,80,FOREIGN LANGUAGE FILM,Israel,Beaufort,NOMINATED
2007,2008,80,FOREIGN LANGUAGE FILM,Austria,The Counterfeiters,WINNER
2007,2008,80,FOREIGN LANGUAGE FILM,Poland,Katyn,NOMINATED
2007,2008,80,FOREIGN LANGUAGE FILM,Kazakhstan,Mongol,NOMINATED
2007,2008,80,FOREIGN LANGUAGE FILM,Russia,12,NOMINATED
2007,2008,80,MAKEUP,Didier Lavergne and Jan Archibald,La Vie en Rose,WINNER
2007,2008,80,MAKEUP,Rick Baker and Kazuhiro Tsuji,Norbit,NOMINATED
2007,2008,80,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: At World's End,NOMINATED
2007,2008,80,MUSIC (Original Score),Dario Marianelli,Atonement,WINNER
2007,2008,80,MUSIC (Original Score),Alberto Iglesias,The Kite Runner,NOMINATED
2007,2008,80,MUSIC (Original Score),James Newton Howard,Michael Clayton,NOMINATED
2007,2008,80,MUSIC (Original Score),Michael Giacchino,Ratatouille,NOMINATED
2007,2008,80,MUSIC (Original Score),Marco Beltrami,3:10 to Yuma,NOMINATED
2007,2008,80,MUSIC (Original Song),Music and Lyric by Glen Hansard and Marketa Irglova,Once,WINNER
2007,2008,80,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,NOMINATED
2007,2008,80,MUSIC (Original Song),"Music and Lyric by Jamal Joseph, Charles Mack and Tevin Thomas",August Rush,NOMINATED
2007,2008,80,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,NOMINATED
2007,2008,80,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,NOMINATED
2007,2008,80,BEST PICTURE,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,NOMINATED
2007,2008,80,BEST PICTURE,"Lianne Halfon, Mason Novick and Russell Smith, Producers",Juno,NOMINATED
2007,2008,80,BEST PICTURE,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",Michael Clayton,NOMINATED
2007,2008,80,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,WINNER
2007,2008,80,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,NOMINATED
2007,2008,80,SHORT FILM (Animated),Josh Raskin,I Met the Walrus,NOMINATED
2007,2008,80,SHORT FILM (Animated),Chris Lavis and Maciek Szczerbowski,Madame Tutli-Putli,NOMINATED
2007,2008,80,SHORT FILM (Animated),Samuel Tourneux and Simon Vanesse,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),NOMINATED
2007,2008,80,SHORT FILM (Animated),Alexander Petrov,My Love (Moya Lyubov),NOMINATED
2007,2008,80,SHORT FILM (Animated),Suzie Templeton and Hugh Welchman,Peter & the Wolf,WINNER
2007,2008,80,SHORT FILM (Live Action),Christian E. Christiansen and Louise Vesth,At Night,NOMINATED
2007,2008,80,SHORT FILM (Live Action),Andrea Jublin,Il Supplente (The Substitute),NOMINATED
2007,2008,80,SHORT FILM (Live Action),Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),WINNER
2007,2008,80,SHORT FILM (Live Action),Guido Thys and Anja Daelemans,Tanghi Argentini,NOMINATED
2007,2008,80,SHORT FILM (Live Action),Daniel Barber and Matthew Brown,The Tonto Woman,NOMINATED
2007,2008,80,SOUND EDITING,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,WINNER
2007,2008,80,SOUND EDITING,Skip Lievsay,No Country for Old Men,NOMINATED
2007,2008,80,SOUND EDITING,Randy Thom and Michael Silvers,Ratatouille,NOMINATED
2007,2008,80,SOUND EDITING,Christopher Scarabosio and Matthew Wood,There Will Be Blood,NOMINATED
2007,2008,80,SOUND EDITING,Ethan Van der Ryn and Mike Hopkins,Transformers,NOMINATED
2007,2008,80,SOUND MIXING,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,WINNER
2007,2008,80,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",No Country for Old Men,NOMINATED
2007,2008,80,SOUND MIXING,"Randy Thom, Michael Semanick and Doc Kane",Ratatouille,NOMINATED
2007,2008,80,SOUND MIXING,"Paul Massey, David Giammarco and Jim Stuebe",3:10 to Yuma,NOMINATED
2007,2008,80,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",Transformers,NOMINATED
2007,2008,80,VISUAL EFFECTS,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,WINNER
2007,2008,80,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and John Frazier",Pirates of the Caribbean: At World's End,NOMINATED
2007,2008,80,VISUAL EFFECTS,"Scott Farrar, Scott Benza, Russell Earl and John Frazier",Transformers,NOMINATED
2007,2008,80,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton,Atonement,NOMINATED
2007,2008,80,WRITING (Adapted Screenplay),Written by Sarah Polley,Away from Her,NOMINATED
2007,2008,80,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Diving Bell and the Butterfly,NOMINATED
2007,2008,80,WRITING (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,WINNER
2007,2008,80,WRITING (Adapted Screenplay),Written for the Screen by Paul Thomas Anderson,There Will Be Blood,NOMINATED
2007,2008,80,WRITING (Original Screenplay),Written by Diablo Cody,Juno,WINNER
2007,2008,80,WRITING (Original Screenplay),Written by Nancy Oliver,Lars and the Real Girl,NOMINATED
2007,2008,80,WRITING (Original Screenplay),Written by Tony Gilroy,Michael Clayton,NOMINATED
2007,2008,80,WRITING (Original Screenplay),"Screenplay by Brad Bird; Story by Jan Pinkava, Jim Capobianco, Brad Bird",Ratatouille,NOMINATED
2007,2008,80,WRITING (Original Screenplay),Written by Tamara Jenkins,The Savages,NOMINATED
2007,2008,80,HONORARY AWARD, Robert Boyle in recognition of one of cinema's great careers in art direction.,,WINNER
2008,2009,81,ACTOR IN A LEADING ROLE,Richard Jenkins,The Visitor,NOMINATED
2008,2009,81,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,NOMINATED
2008,2009,81,ACTOR IN A LEADING ROLE,Sean Penn,Milk,WINNER
2008,2009,81,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,NOMINATED
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Josh Brolin,Milk,NOMINATED
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,NOMINATED
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,NOMINATED
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,WINNER
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Revolutionary Road,NOMINATED
2008,2009,81,ACTRESS IN A LEADING ROLE,Anne Hathaway,Rachel Getting Married,NOMINATED
2008,2009,81,ACTRESS IN A LEADING ROLE,Angelina Jolie,Changeling,NOMINATED
2008,2009,81,ACTRESS IN A LEADING ROLE,Melissa Leo,Frozen River,NOMINATED
2008,2009,81,ACTRESS IN A LEADING ROLE,Meryl Streep,Doubt,NOMINATED
2008,2009,81,ACTRESS IN A LEADING ROLE,Kate Winslet,The Reader,WINNER
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Doubt,NOMINATED
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,WINNER
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Doubt,NOMINATED
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Taraji P. Henson,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,NOMINATED
2008,2009,81,ANIMATED FEATURE FILM,Chris Williams and Byron Howard,Bolt,NOMINATED
2008,2009,81,ANIMATED FEATURE FILM,John Stevenson and Mark Osborne,Kung Fu Panda,NOMINATED
2008,2009,81,ANIMATED FEATURE FILM,Andrew Stanton,WALL-E,WINNER
2008,2009,81,ART DIRECTION,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,Changeling,NOMINATED
2008,2009,81,ART DIRECTION,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,The Curious Case of Benjamin Button,WINNER
2008,2009,81,ART DIRECTION,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,The Dark Knight,NOMINATED
2008,2009,81,ART DIRECTION,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,The Duchess,NOMINATED
2008,2009,81,ART DIRECTION,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,Revolutionary Road,NOMINATED
2008,2009,81,CINEMATOGRAPHY,Tom Stern,Changeling,NOMINATED
2008,2009,81,CINEMATOGRAPHY,Claudio Miranda,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,CINEMATOGRAPHY,Wally Pfister,The Dark Knight,NOMINATED
2008,2009,81,CINEMATOGRAPHY,Chris Menges and Roger Deakins,The Reader,NOMINATED
2008,2009,81,CINEMATOGRAPHY,Anthony Dod Mantle,Slumdog Millionaire,WINNER
2008,2009,81,COSTUME DESIGN,Catherine Martin,Australia,NOMINATED
2008,2009,81,COSTUME DESIGN,Jacqueline West,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,COSTUME DESIGN,Michael O'Connor,The Duchess,WINNER
2008,2009,81,COSTUME DESIGN,Danny Glicker,Milk,NOMINATED
2008,2009,81,COSTUME DESIGN,Albert Wolsky,Revolutionary Road,NOMINATED
2008,2009,81,DIRECTING,David Fincher,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,DIRECTING,Ron Howard,Frost/Nixon,NOMINATED
2008,2009,81,DIRECTING,Gus Van Sant,Milk,NOMINATED
2008,2009,81,DIRECTING,Stephen Daldry,The Reader,NOMINATED
2008,2009,81,DIRECTING,Danny Boyle,Slumdog Millionaire,WINNER
2008,2009,81,DOCUMENTARY (Feature),Ellen Kuras and Thavisouk Phrasavath,The Betrayal (Nerakhoon),NOMINATED
2008,2009,81,DOCUMENTARY (Feature),Werner Herzog and Henry Kaiser,Encounters at the End of the World,NOMINATED
2008,2009,81,DOCUMENTARY (Feature),Scott Hamilton Kennedy,The Garden,NOMINATED
2008,2009,81,DOCUMENTARY (Feature),James Marsh and Simon Chinn,Man on Wire,WINNER
2008,2009,81,DOCUMENTARY (Feature),Tia Lessin and Carl Deal,Trouble the Water,NOMINATED
2008,2009,81,DOCUMENTARY (Short Subject),Steven Okazaki,The Conscience of Nhem En,NOMINATED
2008,2009,81,DOCUMENTARY (Short Subject),Irene Taylor Brodsky and Tom Grant,The Final Inch,NOMINATED
2008,2009,81,DOCUMENTARY (Short Subject),Megan Mylan,Smile Pinki,WINNER
2008,2009,81,DOCUMENTARY (Short Subject),Adam Pertofsky and Margaret Hyde,The Witness - From the Balcony of Room 306,NOMINATED
2008,2009,81,FILM EDITING,Kirk Baxter and Angus Wall,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,FILM EDITING,Lee Smith,The Dark Knight,NOMINATED
2008,2009,81,FILM EDITING,Mike Hill and Dan Hanley,Frost/Nixon,NOMINATED
2008,2009,81,FILM EDITING,Elliot Graham,Milk,NOMINATED
2008,2009,81,FILM EDITING,Chris Dickens,Slumdog Millionaire,WINNER
2008,2009,81,FOREIGN LANGUAGE FILM,Germany,The Baader Meinhof Complex,NOMINATED
2008,2009,81,FOREIGN LANGUAGE FILM,France,The Class,NOMINATED
2008,2009,81,FOREIGN LANGUAGE FILM,Japan,Departures,WINNER
2008,2009,81,FOREIGN LANGUAGE FILM,Austria,Revanche,NOMINATED
2008,2009,81,FOREIGN LANGUAGE FILM,Israel,Waltz with Bashir,NOMINATED
2008,2009,81,MAKEUP,Greg Cannom,The Curious Case of Benjamin Button,WINNER
2008,2009,81,MAKEUP,"John Caglione, Jr. and Conor O'Sullivan",The Dark Knight,NOMINATED
2008,2009,81,MAKEUP,Mike Elizalde and Thom Floutz,Hellboy II: The Golden Army,NOMINATED
2008,2009,81,MUSIC (Original Score),Alexandre Desplat,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,MUSIC (Original Score),James Newton Howard,Defiance,NOMINATED
2008,2009,81,MUSIC (Original Score),Danny Elfman,Milk,NOMINATED
2008,2009,81,MUSIC (Original Score),A.R. Rahman,Slumdog Millionaire,WINNER
2008,2009,81,MUSIC (Original Score),Thomas Newman,WALL-E,NOMINATED
2008,2009,81,MUSIC (Original Song),Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,WALL-E,NOMINATED
2008,2009,81,MUSIC (Original Song),Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,WINNER
2008,2009,81,MUSIC (Original Song),Music and Lyric by A.R. Rahman and Maya Arulpragasam,Slumdog Millionaire,NOMINATED
2008,2009,81,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,BEST PICTURE,"Brian Grazer, Ron Howard and Eric Fellner, Producers",Frost/Nixon,NOMINATED
2008,2009,81,BEST PICTURE,"Dan Jinks and Bruce Cohen, Producers",Milk,NOMINATED
2008,2009,81,BEST PICTURE,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",The Reader,NOMINATED
2008,2009,81,BEST PICTURE,"Christian Colson, Producer",Slumdog Millionaire,WINNER
2008,2009,81,SHORT FILM (Animated),Kunio Kato,La Maison en Petits Cubes,WINNER
2008,2009,81,SHORT FILM (Animated),Konstantin Bronzit,Lavatory - Lovestory,NOMINATED
2008,2009,81,SHORT FILM (Animated),Emud Mokhberi and Thierry Marchand,Oktapodi,NOMINATED
2008,2009,81,SHORT FILM (Animated),Doug Sweetland,Presto,NOMINATED
2008,2009,81,SHORT FILM (Animated),Alan Smith and Adam Foulkes,This Way Up,NOMINATED
2008,2009,81,SHORT FILM (Live Action),Reto Caffi,Auf der Strecke (On the Line),NOMINATED
2008,2009,81,SHORT FILM (Live Action),Elizabeth Marre and Olivier Pont,Manon on the Asphalt,NOMINATED
2008,2009,81,SHORT FILM (Live Action),Steph Green and Tamara Anghie,New Boy,NOMINATED
2008,2009,81,SHORT FILM (Live Action),Tivi Magnusson and Dorte Høgh,The Pig,NOMINATED
2008,2009,81,SHORT FILM (Live Action),Jochen Alexander Freydank,Spielzeugland (Toyland),WINNER
2008,2009,81,SOUND EDITING,Richard King,The Dark Knight,WINNER
2008,2009,81,SOUND EDITING,Frank Eulner and Christopher Boyes,Iron Man,NOMINATED
2008,2009,81,SOUND EDITING,Glenn Freemantle and Tom Sayers,Slumdog Millionaire,NOMINATED
2008,2009,81,SOUND EDITING,Ben Burtt and Matthew Wood,WALL-E,NOMINATED
2008,2009,81,SOUND EDITING,Wylie Stateman,Wanted,NOMINATED
2008,2009,81,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,SOUND MIXING,"Lora Hirschberg, Gary Rizzo and Ed Novick",The Dark Knight,NOMINATED
2008,2009,81,SOUND MIXING,"Ian Tapp, Richard Pryke and Resul Pookutty",Slumdog Millionaire,WINNER
2008,2009,81,SOUND MIXING,"Tom Myers, Michael Semanick and Ben Burtt",WALL-E,NOMINATED
2008,2009,81,SOUND MIXING,"Chris Jenkins, Frank A. Montaño and Petr Forejt",Wanted,NOMINATED
2008,2009,81,VISUAL EFFECTS,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",The Curious Case of Benjamin Button,WINNER
2008,2009,81,VISUAL EFFECTS,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",The Dark Knight,NOMINATED
2008,2009,81,VISUAL EFFECTS,"John Nelson, Ben Snow, Dan Sudick and Shane Mahan",Iron Man,NOMINATED
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,The Curious Case of Benjamin Button,NOMINATED
2008,2009,81,WRITING (Adapted Screenplay),Written by John Patrick Shanley,Doubt,NOMINATED
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Peter Morgan,Frost/Nixon,NOMINATED
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by David Hare,The Reader,NOMINATED
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Simon Beaufoy,Slumdog Millionaire,WINNER
2008,2009,81,WRITING (Original Screenplay),Written by Courtney Hunt,Frozen River,NOMINATED
